Nombre,GK,CWP,CBT,SB,DM,WB,CM,SM,AM,WG,SS,CF,X1,Height,Foot,Side,WFA,WFF,Attack,Defense,Balance,Stamina,Speed,Acceleration,Response,Agility,Dribble_Accuracy,Dribble_Speed,Short_Pass_Accuracy,Short_Pass_Speed,Long_Pass_Accuracy,Long_Pass_Speed,Shot_Accuracy,Shot_Power,Shot_Technique,Free_Kick_Accuracy,Swerve,Heading,Jump,Technique,Agression,Mentality,GK_Skills,Teamwork,Consistency,Condition,Dribbling,Tactical_Dribble,Positioning,Reaction,Playmarking,Passing,Scoring,1_1_Scoring,Post_Player,Lines,Middle_Shooting,Side,Centre,Penalties,1_Touch_Pass,Outside,Marking,Sliding,Covering,D_Line_Control,Penalty_Stopper,1_On_1_Stopper,Long_Throw,Injury_Tolerancy,X3,X4,X5,X6,Age,Weight,Pais,N_Pais,X7,Club,N_Club
Uros Spaji,0,0,1,1,0,0,0,0,0,0,0,0,3,188,R,R,5,5,60,75,83,83,79,78,83,70,72,72,71,75,75,77,60,79,60,61,68,77,82,69,70,73,50,66,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,82,Serbia and Montenegro,5,0,,0
André Schürrle,0,0,0,0,0,0,0,1,0,0,1,0,11,184,R,B,6,6,79,52,77,85,87,86,82,82,83,87,80,74,82,77,82,83,77,75,82,73,81,83,84,75,50,77,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,10,1,1,28,75,Germany,0,0,,0
Éver Banega,0,0,0,0,1,0,1,0,1,0,0,0,7,174,R,B,6,5,79,61,80,78,69,74,74,76,89,74,90,84,91,86,68,80,71,80,84,63,66,90,73,72,50,84,8,5,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,31,71,Argentina,0,0,Sevilla FC,10
Florian Lejeune,0,0,1,0,0,0,0,0,0,0,0,0,3,190,R,B,4,4,60,77,85,79,74,75,78,71,74,74,74,76,76,77,60,81,62,65,68,77,77,74,67,75,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,82,France,0,0,Newcastle United FC,20
Nabil Fekir,0,0,0,0,0,0,0,1,1,0,1,0,9,173,L,B,4,3,82,45,85,81,76,82,73,83,93,83,84,75,81,77,84,84,81,79,84,63,67,92,83,72,50,77,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,3,1,1,1,26,75,France,18,0,Real Betis Balompié,8
Sebastián Pérez,0,0,0,0,0,0,1,0,0,0,0,0,7,175,R,R,5,3,69,66,73,81,69,77,78,78,79,70,82,83,79,75,67,73,64,62,73,59,63,82,64,69,50,77,8,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,70,Colombia,0,0,Boca Juniors,8
C. Kouyaté,0,0,1,0,1,0,1,0,0,0,0,0,7,189,R,B,5,5,69,70,88,87,83,75,83,72,74,74,71,79,72,77,65,82,60,62,64,81,80,74,82,79,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,1,1,1,28,75,Senegal,0,0,Crystal Palace FC,8
Mattia Perin,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,30,84,82,66,69,72,93,74,57,60,62,65,65,66,44,83,44,44,48,48,83,58,68,80,84,70,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,27,77,Italy,0,0,Genoa CFC,1
Jordi Alba,0,0,0,1,0,1,0,0,0,0,0,0,4,170,L,L,4,4,83,65,74,92,91,91,82,88,82,86,81,80,87,83,72,78,71,70,82,66,81,84,90,78,50,83,8,7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,69,Spain,0,0,FC Barcelona,18
S. Haller,0,0,0,0,0,0,0,0,0,0,0,1,12,190,R,B,4,5,83,32,93,77,83,76,82,64,72,75,73,71,73,66,82,80,78,63,73,85,82,79,85,70,50,73,8,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,88,France,0,0,West Ham United FC,22
Kamil Grosicki,0,0,0,0,0,0,0,1,0,1,0,0,10,180,R,B,5,2,72,30,81,71,87,75,65,76,80,80,74,75,79,76,73,81,76,76,85,68,65,82,88,62,50,68,8,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,B,1,2,1,1,31,78,Poland,11,0,,0
Lucas Digne,0,0,0,1,0,0,0,0,0,0,0,0,4,178,L,L,4,3,73,67,77,88,85,83,77,81,77,83,77,77,85,81,64,77,65,79,81,74,79,79,84,78,50,77,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,A,2,1,1,1,25,74,France,19,0,Everton FC,12
Carlos Salcedo,0,0,1,1,0,0,0,0,0,0,0,0,3,189,R,B,5,5,58,76,84,78,76,75,75,69,74,72,73,70,66,69,60,75,60,55,56,79,82,72,65,71,50,74,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,83,Mexico,3,0,,0
Joaquín Abdala,0,0,0,0,0,0,1,1,1,0,0,0,8,175,R,B,3,2,64,40,73,70,78,77,72,75,74,79,75,65,74,72,60,75,65,66,60,63,77,68,65,65,40,75,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,68,Chile,0,0,Coquimbo Unido,24
C. González,0,0,1,0,1,0,0,0,0,0,0,0,5,183,R,B,4,4,54,68,80,68,70,73,77,74,75,73,76,69,72,69,68,79,67,67,69,71,75,71,69,70,40,76,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,1,1,1,1,34,83,Chile,0,0,Deportes Valdivia,17
Raphaël Varane,0,0,1,0,0,0,0,0,0,0,0,0,3,191,R,B,4,3,63,86,87,80,93,81,84,67,75,72,77,81,82,81,63,77,62,60,71,84,92,75,65,74,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,1,1,1,1,26,78,France,4,0,Real Madrid CF,5
Rubén Dias,0,0,1,0,0,0,0,0,0,0,0,0,3,187,R,B,6,6,58,82,85,80,78,75,82,70,67,72,70,75,72,78,56,75,58,60,62,82,83,72,55,82,50,80,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,1,1,1,1,22,82,Portugal,4,0,SL Benfica,6
Adrián,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,B,5,5,30,82,85,67,66,68,89,70,56,54,54,60,61,66,44,83,44,44,48,55,75,55,64,69,86,82,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,1,1,1,1,32,80,Spain,0,0,Liverpool FC,13
Vasilios Barkas,1,0,0,0,0,0,0,0,0,0,0,0,0,195,L,B,2,2,30,75,80,66,70,71,89,79,50,50,51,53,53,56,45,78,45,45,45,45,81,52,50,68,77,66,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,91,Greece,13,0,,0
R. Mastrilli,0,0,1,1,0,0,0,1,0,0,0,0,4,185,L,L,3,4,65,66,74,76,82,79,66,71,73,77,68,70,69,68,59,75,63,60,63,70,74,75,76,62,50,67,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,77,Italy,0,0,SPAL 2013,98
Ilkay Gündogan,0,0,0,0,1,0,1,0,0,0,0,0,7,180,R,B,6,6,80,66,82,83,76,78,80,83,85,80,87,85,88,81,73,83,72,76,79,72,72,87,77,77,50,85,8,5,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,29,80,Germany,21,0,Manchester City FC,8
S. Feghouli,0,0,0,0,0,0,0,1,1,0,0,0,8,178,R,R,6,5,79,55,78,84,85,85,77,86,86,83,80,74,78,77,76,83,78,70,79,70,75,87,83,81,50,82,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,1,1,1,1,29,71,Algeria,0,0,Galatasaray SK,89
Kévin Rodrigues,0,0,0,1,0,0,0,1,0,0,0,0,4,170,L,L,4,3,71,57,72,83,82,83,72,82,79,84,76,73,78,76,62,76,65,70,74,64,69,81,78,67,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,64,Portugal,0,0,CD Leganés,24
Bernd Leno,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,B,4,4,30,90,82,69,72,71,89,71,55,56,62,63,64,63,44,81,44,44,48,55,79,59,72,80,86,75,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,79,Germany,12,0,Arsenal FC,1
Gerónimo Rulli,1,0,0,0,0,0,0,0,0,0,0,0,0,189,R,B,5,4,30,82,80,69,72,72,89,77,59,55,66,67,72,68,44,82,44,44,48,55,83,63,67,71,81,65,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,84,Argentina,0,0,,0
Dries Mertens,0,0,0,0,0,0,0,0,0,1,1,1,12,169,R,B,7,5,88,47,73,85,82,87,87,92,87,85,82,80,83,79,87,81,87,83,86,65,72,87,95,81,50,72,8,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,32,61,Belgium,14,0,SSC Napoli,14
DeAndre Yedlin,0,0,0,1,0,0,0,1,0,0,0,0,4,173,R,R,4,4,68,56,78,88,92,90,73,90,77,85,69,70,73,76,68,82,71,67,73,72,84,77,86,71,50,69,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,68,USA,2,0,Newcastle United FC,22
Mathew Ryan,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,4,4,30,82,86,68,72,75,87,80,54,52,67,65,67,71,44,87,44,44,48,55,85,55,63,78,82,65,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,4,27,73,Australia,1,0,Brighton & Hove Albion FC,1
Carlos Vela,0,0,0,0,0,0,0,0,1,1,1,1,11,177,L,R,3,4,84,43,77,72,78,83,83,81,86,76,81,77,78,77,85,81,84,73,86,72,70,85,83,68,40,71,8,4,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,B,2,10,1,1,31,77,Mexico,0,0,,0
M. Pinilla,0,0,0,0,0,0,0,0,0,0,0,1,12,187,R,B,5,4,76,42,84,74,72,75,81,76,79,72,74,80,71,79,74,82,75,70,73,79,90,71,90,78,40,77,8,4,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,1,1,1,1,36,83,Chile,0,0,Coquimbo Unido,15
Jesús Vallejo,0,0,1,0,0,0,0,0,0,0,0,0,3,183,R,B,4,4,62,79,80,81,77,77,81,76,74,74,75,74,73,76,59,78,60,62,66,77,80,74,66,75,50,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,74,Spain,0,0,Granada FC,20
Cristián Suárez,0,0,1,1,0,0,0,0,0,0,0,0,3,179,R,L,5,4,63,77,76,73,81,73,76,70,73,77,79,65,74,72,56,79,54,63,63,72,85,67,65,71,40,79,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,1,1,1,1,33,74,Chile,0,0,Everton de Viña del Mar,13
Denys Boyko,1,0,0,0,0,0,0,0,0,0,0,0,0,195,R,B,4,4,30,84,87,69,70,72,88,75,54,58,65,69,65,70,44,86,44,44,48,55,83,53,63,78,86,75,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,32,85,Ukraine,1,0,,0
Karl Johnsson,1,0,0,0,0,0,0,0,0,0,0,0,0,187,R,B,3,3,33,76,83,69,69,69,87,68,53,50,58,63,65,70,45,81,45,48,44,49,79,52,61,71,78,76,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,83,Sweden,12,0,,0
José M. Giménez,0,0,1,1,0,0,0,0,0,0,0,0,3,185,R,R,4,4,62,90,85,83,82,77,95,71,75,75,72,70,77,76,65,78,61,55,64,88,94,75,65,94,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,1,1,1,23,79,Uruguay,2,0,Atlético Madrid,2
Neto,1,0,0,0,0,0,0,0,0,0,0,0,0,191,R,B,4,4,30,86,84,66,73,74,89,78,52,57,60,64,68,73,40,84,40,44,43,43,82,54,65,79,87,72,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,1,1,1,1,28,83,Brazil,0,0,FC Barcelona,13
Ivan Rakiti,0,0,0,0,1,0,1,0,0,0,0,0,7,184,R,L,6,6,77,65,77,83,70,70,80,68,83,74,87,85,90,87,81,87,81,81,84,70,75,86,72,78,50,83,8,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,31,78,Croatia,7,0,FC Barcelona,4
Diogo Dalot,0,0,0,1,0,1,0,1,0,0,0,0,4,183,R,B,5,5,70,56,71,81,86,82,71,82,76,80,72,73,83,75,67,77,66,66,81,64,72,77,83,68,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,78,Portugal,0,0,Manchester United FC,20
Robert Skov,0,0,0,1,0,1,0,1,0,0,0,0,8,183,L,B,2,3,70,46,71,81,84,80,72,75,80,77,72,73,74,78,74,87,77,89,86,56,59,76,79,64,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,76,Denmark,7,0,TSG 1899 Hoffenheim,29
Dusan Vlahovi,0,0,0,0,0,0,0,0,0,1,0,1,12,190,L,B,4,3,78,34,82,78,82,82,78,82,79,77,73,67,68,70,80,85,77,60,69,76,75,84,82,65,50,70,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,20,76,Serbia and Montenegro,0,0,ACF Fiorentina,28
Carlos Zambrano,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,B,4,5,57,77,82,77,75,78,78,74,70,69,71,77,74,77,59,78,60,60,67,78,79,70,64,72,50,76,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,30,83,Peru,5,0,Boca Juniors,5
Kyle Walker,0,0,1,1,0,1,0,0,0,0,0,0,4,181,R,R,5,5,72,70,84,90,93,82,80,71,78,82,78,78,79,85,70,85,72,72,81,78,80,79,83,78,50,77,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,1,1,1,1,28,73,England,0,0,Manchester City FC,2
A. Miranchuk,0,0,0,0,0,0,1,0,1,0,0,0,9,182,L,B,3,2,76,45,74,79,78,77,72,77,81,78,82,78,80,75,71,77,69,77,81,64,66,82,78,68,50,79,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,74,Russia,15,0,,0
A. Chamberlain,0,0,0,0,0,1,1,1,0,1,0,0,8,180,R,B,6,7,78,60,85,81,90,88,75,78,81,88,81,82,82,70,71,84,73,68,85,68,74,85,82,70,50,77,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,70,England,8,0,Liverpool FC,15
Dalbert,0,0,0,1,0,1,0,1,0,0,0,0,4,181,L,L,3,2,70,66,75,86,88,90,81,83,78,83,70,68,71,72,64,76,66,60,68,68,70,77,85,74,50,68,8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,B,1,1,1,1,26,70,Brazil,0,0,ACF Fiorentina,29
Kilian Delgado,0,0,0,0,0,0,0,1,1,1,1,0,10,179,L,L,3,3,67,43,76,73,80,77,71,78,76,75,73,68,71,68,68,75,73,74,73,69,71,76,72,69,50,78,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,73,Chile,0,0,Cobreloa,7
Danny Welbeck,0,0,0,0,0,0,0,1,0,1,1,1,12,188,R,L,7,6,76,48,85,77,90,77,79,77,82,84,75,75,76,75,72,82,81,67,70,77,79,85,80,64,50,74,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,1,1,1,1,28,73,England,0,0,Watford FC,10
Pedro Neto,0,0,0,0,0,0,0,0,0,1,1,0,11,172,L,R,4,4,68,32,68,76,80,83,70,84,79,80,72,62,68,68,65,74,68,50,66,56,62,79,76,62,50,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,62,Portugal,0,0,Wolverhampton Wanderers FC,7
Arkadiusz Milik,0,0,0,0,0,0,0,0,0,0,1,1,12,186,L,B,4,4,84,44,82,76,77,75,85,71,80,72,78,74,76,73,85,85,85,87,85,84,80,83,83,76,50,81,8,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,1,1,1,1,25,78,Poland,7,0,SSC Napoli,99
Diogo Barbosa,0,0,0,1,0,0,0,0,0,0,0,0,4,179,L,L,3,3,68,64,77,84,82,84,74,80,76,81,72,72,73,75,65,77,68,62,73,72,77,71,81,66,50,73,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,27,72,Brazil,0,0,SE Palmeiras,6
Nicolás Díaz,0,0,1,0,0,0,0,0,0,0,0,0,3,178,L,L,3,2,61,72,76,80,74,73,77,76,79,75,74,65,70,74,55,75,51,59,63,68,79,69,70,69,40,79,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,1,1,1,1,20,70,Chile,0,0,Palestino,4
Danny Ings,0,0,0,0,0,0,0,0,0,0,1,1,12,178,R,B,5,5,83,43,80,80,84,84,81,83,81,80,73,72,71,70,81,81,80,64,65,76,80,79,85,85,50,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,26,73,England,0,0,Southampton FC,9
Mohamed Dräger,0,0,0,1,0,0,0,1,0,1,0,0,4,180,R,R,4,4,69,59,73,84,80,79,69,79,78,77,72,75,75,77,64,78,64,65,70,63,68,76,79,69,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,72,Tunisia,14,0,SC Paderborn 07,25
Lucas Pratto,0,0,0,0,0,0,0,0,0,0,1,1,12,188,R,B,6,5,82,52,89,83,78,73,77,70,75,70,74,80,70,75,80,86,81,65,75,82,77,77,81,84,50,79,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,A,2,1,1,1,31,91,Argentina,0,0,River Plate,27
N. Fernández,0,0,0,0,0,0,0,0,0,1,1,0,11,165,R,B,4,6,76,41,74,77,74,85,83,85,73,74,71,66,68,69,77,73,74,62,69,76,80,70,85,67,50,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,68,Argentina,0,0,San Lorenzo,16
Denis Cheryshev,0,0,0,0,0,0,0,1,0,1,0,0,8,179,L,L,4,3,75,50,76,83,84,85,73,79,82,84,74,77,80,83,72,83,69,67,78,66,76,81,78,70,50,74,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,29,74,Russia,6,0,Valencia CF,11
Pablo Rosario,0,0,0,0,1,0,1,0,0,0,0,0,7,188,R,B,4,4,68,68,81,80,77,78,79,75,75,74,79,80,76,76,69,82,64,60,65,78,78,77,70,74,50,76,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,79,Netherlands,0,0,PSV Eindhoven,18
W. Szczesny,1,0,0,0,0,0,0,0,0,0,0,0,0,196,R,B,3,3,30,95,85,69,72,70,93,75,60,55,65,61,67,65,44,85,44,44,45,55,83,62,67,83,91,77,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,B,1,1,1,1,29,85,Poland,1,0,Juventus FC,1
Shaylon,0,0,0,0,0,0,0,1,1,1,0,0,9,178,L,B,5,5,73,43,73,77,78,80,71,81,80,79,75,75,73,72,70,77,72,70,77,69,74,79,78,73,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,4,1,1,23,70,Brazil,0,0,São Paulo,21
Gustavo Gómez,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,R,4,4,55,82,84,79,77,73,82,73,72,71,72,74,70,77,65,78,64,60,63,82,84,70,63,77,50,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,25,85,Paraguay,15,0,SE Palmeiras,15
Mesut Özil,0,0,0,0,0,0,0,0,1,0,0,0,9,181,L,B,6,4,84,30,77,70,80,78,72,78,88,70,88,87,90,83,70,79,80,77,86,66,72,93,80,60,50,77,8,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,B,1,1,1,1,31,70,Germany,0,0,Arsenal FC,10
Enzo Loiodice,0,0,0,0,1,0,1,0,0,0,0,0,7,176,L,B,4,4,64,66,68,78,76,76,74,81,78,73,78,76,74,72,58,62,59,58,63,56,65,81,65,65,50,78,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,60,France,0,0,Wolverhampton Wanderers FC,18
J. Guilavogui,0,0,0,0,1,0,1,0,0,0,0,0,5,187,R,B,5,4,64,74,87,86,82,72,82,68,74,69,78,77,83,81,72,79,66,65,68,75,81,76,64,78,50,79,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,77,France,0,0,Vfl Wolfsburgo,23
Jake Vokins,0,0,0,1,0,1,0,0,0,0,0,0,4,180,L,L,5,4,66,56,74,74,77,77,75,76,75,75,73,65,72,74,55,75,57,68,64,62,77,68,80,67,50,78,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,70,England,0,0,Southampton FC,29
G. Orellana,1,0,0,0,0,0,0,0,0,0,0,0,0,181,R,B,2,1,34,74,81,66,68,69,80,71,61,50,61,67,54,67,42,80,41,43,47,44,81,60,60,63,78,69,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,33,76,Chile,0,0,Coquimbo Unido,25
Kenny Tete,0,0,0,1,0,0,0,0,0,0,0,0,4,180,R,R,5,5,65,77,81,84,84,82,78,75,75,78,73,72,73,74,62,74,62,62,65,74,78,76,74,74,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,1,1,1,23,71,Netherlands,0,0,Olympique Lyonnais,23
Carlos Bacca,0,0,0,0,0,0,0,0,0,0,0,1,12,181,R,B,4,3,82,34,82,75,83,83,81,77,77,80,70,70,68,68,82,82,84,60,70,76,78,80,85,72,50,66,8,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,33,77,Colombia,0,0,Villarreal CF,9
Jean Lucas,0,0,0,0,1,0,1,1,0,0,0,0,7,181,R,R,5,5,68,63,79,78,82,78,76,75,81,77,73,77,75,81,58,84,63,62,62,65,66,78,77,68,50,72,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,79,Brazil,0,0,Olympique Lyonnais,22
Achraf Hakimi,0,0,0,1,0,0,0,1,0,0,0,0,4,181,R,B,5,5,77,64,78,89,89,87,79,83,81,85,76,78,78,78,72,78,69,63,71,66,74,80,87,73,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,73,Morocco,0,0,Borussia Dortmund,5
Mário Rui,0,0,0,1,0,0,0,1,0,0,0,0,4,168,L,L,4,3,72,64,76,85,84,85,74,85,79,83,76,76,78,81,67,82,73,75,77,71,82,78,82,74,50,75,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,1,1,1,1,26,67,Portugal,19,0,SSC Napoli,6
Abdullah Ateef,0,0,0,0,0,0,1,0,0,0,0,0,7,177,R,B,4,4,67,64,73,79,73,73,68,74,76,72,74,74,72,72,65,75,66,64,66,64,65,75,69,67,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,66,Saudi Arabia,14,0,,0
C. Fernández,0,0,0,0,0,0,0,0,0,0,1,1,12,186,L,B,4,3,74,40,80,76,75,77,78,73,77,72,70,69,66,68,76,78,77,60,68,74,76,79,81,68,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,72,Spain,0,0,Granada FC,24
Fernandinho,0,0,1,1,1,0,1,0,0,0,0,0,5,176,R,B,6,5,75,78,84,85,76,77,87,72,78,74,85,84,87,85,73,88,74,75,70,79,86,79,70,83,50,90,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,B,1,1,1,1,33,67,Brazil,0,0,Manchester City FC,25
Jack Stephens,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,B,4,4,64,75,79,77,78,76,78,72,76,72,73,74,71,72,63,77,60,53,60,72,75,72,67,72,50,64,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,75,England,0,0,Southampton FC,5
Maxime Gonalons,0,0,1,0,1,0,0,0,0,0,0,0,5,187,R,B,5,4,68,76,82,82,75,72,80,65,79,73,81,78,82,82,68,80,69,63,68,80,75,81,61,81,50,84,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,B,1,1,1,1,30,76,France,0,0,Granada FC,4
