Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technical,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Height_PSD,Foot_PSD,Side_PSD,WFA_PSD,WFF_PSD,Attack_PSD,Defense_PSD,Balance_PSD,Stamina_PSD,Speed_PSD,Acceleration_PSD,Response_PSD,Agility_PSD,Dribble_Accuracy_PSD,Dribble_Speed_PSD,Short_Pass_Accuracy_PSD,Short_Pass_Speed_PSD,Long_Pass_Accuracy_PSD,Long_Pass_Speed_PSD,Shot_Accuracy_PSD,Shot_Power_PSD,Shot_Technique_PSD,Free_Kick_Accuracy_PSD,Swerve_PSD,Heading_PSD,Jump_PSD,Technique_PSD,Agression_PSD,Mentality_PSD,GK_Skills_PSD,Teamwork_PSD,Consistency_PSD,Condition_PSD,Dribbling_SA,Tactical_Dribble_SA,Positioning_SA,Reaction_SA,Playmarking_SA,Passing_PA,Scoring_PA,1_1_Scoring_PA,Post_Player_PA,Lines_PA,Middle_Shooting_PA,Side_PA,Centre_PA,Penalties_PA,1_Touch_Pass_SA,Outside_PA,Marking_PA,Sliding_PA,Covering_PA,D_Line_Control_SA,Penalty_Stopper_PA,1_On_1_Stopper_PA,Long_Throw_PA,Injury_Tolerancy_PSD,Age,Weight
2,5,8,6,13,3,17,4,4,17,12,5,17,12,15,17,16,16,14,14,16,5,14,10,15,16,10,15,11,12,14,14,14,11,14,14,186,R,R,5,4,65,88,82,82,84,81,90,77,76,76,79,83,77,78,66,77,67,66,70,83,88,78,70,81,50,81,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,B,32,75
4,10,8,9,12,6,13,11,12,16,12,9,14,12,11,15,17,14,13,14,13,6,14,9,15,17,12,16,11,12,16,15,11,14,13,15,190,R,R,5,5,62,88,86,81,78,77,82,70,76,73,77,78,74,75,63,83,66,64,65,82,83,78,69,72,50,82,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,33,82
9,11,9,5,11,7,9,8,12,15,9,8,15,10,14,14,15,13,15,13,10,8,9,11,14,13,12,15,16,14,12,7,16,14,15,14,178,R,R,5,4,63,87,82,83,84,82,93,78,74,77,73,74,74,77,58,77,58,60,67,74,90,75,69,80,50,74,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,B,27,71
6,6,10,8,11,7,16,7,7,16,12,11,15,12,18,15,16,12,15,14,16,7,17,10,14,14,9,15,13,13,15,16,17,13,14,16,185,R,B,5,5,60,87,84,82,83,76,87,71,67,70,74,70,68,74,58,80,60,58,60,83,92,71,61,81,50,81,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,B,30,77
2,2,7,8,12,2,17,3,2,16,12,9,17,12,17,18,15,14,15,15,18,13,14,5,16,14,13,14,10,10,15,16,20,12,17,17,192,L,B,5,5,66,88,86,85,74,74,85,68,72,72,74,78,77,83,66,85,69,69,69,83,81,73,69,85,50,79,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,31,88
9,10,11,8,13,10,15,8,10,15,14,8,16,13,12,16,14,15,16,15,14,10,14,10,15,15,13,15,12,13,14,15,13,15,15,15,186,L,B,6,5,55,82,83,79,77,71,83,72,76,74,80,82,84,81,58,70,58,58,65,82,86,78,69,70,50,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,81
13,3,11,11,15,3,13,12,1,15,15,9,17,14,15,18,18,16,15,14,18,11,14,16,17,16,11,17,11,13,14,10,15,10,15,13,179,R,B,5,5,65,85,82,82,77,74,85,76,78,74,82,83,77,78,65,82,65,65,75,72,85,80,68,83,50,81,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,32,74
9,11,11,14,12,6,15,11,11,10,11,14,10,13,12,14,18,14,17,16,13,11,14,14,13,16,12,8,9,9,13,17,16,13,14,18,194,R,B,5,5,82,38,96,81,71,67,83,63,77,67,75,72,68,73,80,82,84,76,76,87,68,81,85,73,50,73,8,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,31,91
5,6,8,7,9,12,15,11,12,15,11,7,15,10,10,13,16,15,12,12,14,6,14,5,13,16,9,10,10,7,16,19,13,11,12,18,200,L,B,4,4,60,82,95,78,76,69,76,65,70,67,73,83,75,76,60,81,61,62,64,86,70,73,63,72,50,77,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,25,98
5,5,11,7,14,6,15,10,10,16,14,8,16,14,14,16,17,16,15,14,19,11,20,7,16,17,14,15,9,12,15,17,11,13,14,17,191,R,B,5,2,62,84,93,80,80,73,84,67,78,74,82,85,83,86,67,85,71,65,72,82,84,80,65,89,50,83,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,33,85
6,9,10,13,15,7,11,9,4,7,11,17,6,13,10,13,17,14,13,15,10,14,7,14,8,16,12,15,12,13,16,17,13,15,15,18,190,R,B,4,5,83,32,93,77,83,76,82,64,72,75,73,71,73,66,82,80,78,63,73,85,82,79,85,70,50,73,8,4,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,24,88
12,9,17,7,12,8,7,8,7,4,10,9,5,13,12,9,11,8,8,8,14,18,8,10,5,9,10,10,20,15,14,8,12,19,10,15,178,R,R,4,4,78,48,93,81,99,99,66,88,90,96,75,73,82,84,69,90,64,65,70,62,82,87,92,70,50,70,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,24,79
9,8,9,12,13,10,15,10,12,8,11,14,5,11,16,14,13,13,12,14,12,13,8,15,8,14,12,14,11,12,18,16,15,12,14,17,191,R,B,3,3,78,42,93,80,83,70,75,65,76,72,75,73,74,75,74,83,78,56,62,75,73,80,79,72,50,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,94
4,10,10,14,15,7,19,11,6,8,12,13,9,12,18,13,18,13,13,11,14,10,10,13,9,15,10,15,9,9,15,18,10,10,12,18,191,L,B,5,4,78,48,92,77,80,70,82,62,78,70,72,78,70,78,76,86,82,68,72,95,90,79,85,72,50,80,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,30,81
3,7,12,18,13,5,16,12,3,4,12,14,8,13,14,16,14,15,14,13,16,12,10,15,7,14,11,13,14,11,19,15,15,16,15,18,189,R,B,5,5,85,40,92,83,86,72,85,66,73,77,72,77,68,76,81,89,84,62,71,85,85,76,91,76,50,76,8,6,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,88
9,9,7,13,13,8,17,10,13,14,13,12,15,13,17,14,17,13,14,14,15,12,7,15,14,18,8,16,9,12,19,17,16,13,18,18,194,R,B,5,5,78,68,91,84,74,74,77,68,78,70,75,75,78,79,72,83,72,68,70,87,80,78,82,72,50,76,8,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,B,31,85
5,8,14,16,13,12,15,12,3,3,13,15,3,14,10,13,14,14,11,12,16,13,8,16,7,12,11,13,16,14,15,13,15,15,14,15,185,L,B,4,3,71,73,91,85,82,80,78,80,90,82,83,85,77,80,66,84,69,69,70,70,78,88,70,74,50,83,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,31,82
3,3,11,7,13,4,18,4,3,15,14,6,15,14,13,17,15,14,14,12,15,12,12,8,13,13,13,12,10,11,12,18,9,10,12,18,195,R,B,4,4,66,82,91,77,72,69,77,66,73,69,76,78,75,75,68,83,69,64,63,85,79,76,67,70,50,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,32,85
6,6,7,6,10,7,17,6,11,15,11,10,16,7,17,15,17,12,13,14,16,3,15,8,13,16,8,16,8,6,15,14,16,9,16,18,185,R,B,4,4,58,82,91,76,77,66,82,69,72,62,73,71,74,74,58,78,58,58,57,83,83,72,68,82,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A,34,94
7,10,11,9,13,8,15,10,8,13,13,10,17,13,17,14,18,12,12,12,18,9,7,12,15,16,10,16,12,12,13,11,15,11,13,18,184,R,B,5,5,65,73,91,83,77,73,82,71,74,77,75,78,77,77,66,85,69,65,69,79,81,75,69,83,50,75,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,28,87
4,7,11,7,15,8,14,11,5,13,17,8,13,15,6,15,15,17,13,15,11,15,11,12,15,13,15,10,9,11,17,18,18,13,16,16,196,R,B,4,5,68,76,90,86,73,66,83,63,79,72,83,79,84,83,68,81,67,66,72,81,81,79,71,74,50,83,8,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,30,88
2,10,12,13,14,4,15,12,2,4,14,14,10,12,13,16,17,14,14,14,16,14,9,16,4,20,15,20,14,13,15,11,14,13,12,17,185,L,B,5,4,80,40,90,78,82,79,77,73,83,81,76,78,73,72,78,84,79,66,71,76,78,83,83,70,50,73,8,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,31,80
3,7,13,13,13,4,15,13,4,6,12,8,6,11,14,13,12,12,12,12,13,14,8,14,7,13,11,15,13,11,18,14,15,13,14,18,186,R,B,4,4,78,50,90,79,78,75,78,72,78,72,73,72,71,76,74,82,72,54,66,78,82,80,78,76,50,74,8,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,30,90
16,15,14,15,14,16,8,16,11,5,15,14,8,15,12,12,14,12,12,13,16,17,15,16,9,9,14,12,16,14,17,10,18,15,15,15,179,L,R,5,4,82,43,90,82,80,78,80,70,82,82,78,78,78,88,80,94,74,82,80,66,70,85,88,66,50,62,8,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,32,92
6,9,10,16,14,8,16,9,5,6,11,18,6,12,8,18,12,18,16,14,12,10,8,16,6,12,10,8,9,11,13,16,13,12,12,15,196,R,B,5,5,83,40,90,77,73,66,83,64,72,67,74,70,65,72,85,82,85,66,70,94,79,79,86,71,50,72,8,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,C,30,89
8,10,13,13,14,8,15,14,4,7,12,18,10,14,16,12,17,11,12,13,19,10,18,12,8,15,12,17,13,10,16,13,13,11,14,18,183,R,B,4,4,82,43,90,76,75,72,79,75,74,70,75,75,74,73,79,85,74,63,66,82,70,80,82,76,50,77,8,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,90
4,7,12,9,12,6,16,5,5,15,13,10,15,12,13,14,15,13,16,12,15,8,15,12,14,14,10,14,11,10,15,16,15,12,14,17,196,R,B,5,5,61,82,90,82,77,73,80,65,72,72,70,72,71,75,64,83,64,65,65,83,81,71,65,81,50,78,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,B,28,85
8,11,15,12,15,8,14,16,7,12,15,9,16,16,16,14,16,12,12,12,13,14,8,13,14,14,13,15,14,13,17,14,15,14,16,17,188,L,B,3,2,74,75,90,87,82,75,83,73,84,78,81,83,81,85,69,85,65,68,68,73,82,84,75,79,50,72,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,26,76
4,5,11,14,15,6,15,7,4,9,13,15,7,15,16,11,18,14,13,13,14,12,13,13,7,16,12,15,13,12,16,16,13,13,15,17,188,R,B,5,5,81,35,90,77,74,70,80,70,75,70,74,73,73,71,82,84,78,61,70,90,88,85,86,77,50,73,8,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,24,82
5,7,13,8,12,6,14,11,8,14,13,10,16,12,15,15,15,13,13,13,15,13,11,13,14,15,12,16,13,12,16,15,14,14,15,17,189,R,B,5,4,70,72,90,84,82,75,83,72,77,83,74,80,70,80,61,83,63,59,63,73,83,77,73,70,50,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,77
6,10,14,13,11,7,10,13,8,14,13,15,15,11,16,13,16,14,13,11,17,9,9,16,12,18,12,16,14,13,18,12,16,15,18,18,183,R,B,7,6,70,63,90,95,81,80,78,76,77,83,79,77,78,72,71,85,71,75,62,76,82,78,74,73,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,A,23,76
4,8,9,13,10,5,14,12,4,6,10,14,8,9,15,12,13,14,13,12,17,13,8,16,6,12,14,12,16,8,13,15,18,17,16,19,186,R,B,5,5,82,40,91,92,89,89,78,64,63,82,65,82,65,70,75,85,78,53,61,80,78,68,91,79,50,73,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,83
4,6,13,7,10,5,11,6,10,14,12,7,14,12,9,11,16,14,13,12,13,6,11,6,12,13,10,10,13,12,16,17,14,16,12,17,192,R,B,4,4,62,82,90,79,81,76,85,67,70,73,73,77,74,77,56,77,56,59,65,77,78,74,68,68,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,20,93
6,8,7,12,12,8,15,12,6,15,14,11,15,12,13,14,15,17,13,13,16,12,14,10,17,18,13,16,10,10,14,16,15,10,14,16,190,R,B,5,5,71,73,89,81,71,68,80,64,74,68,80,77,81,79,68,85,68,64,68,82,80,78,75,76,50,77,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,31,80
6,8,9,16,14,8,15,10,5,7,12,14,6,11,12,15,16,15,13,12,16,10,14,13,8,14,10,16,9,12,14,18,12,12,15,17,197,R,B,5,5,82,36,89,78,71,67,83,64,71,70,75,70,65,64,80,80,79,62,61,85,75,77,79,68,50,75,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,27,84
7,9,12,15,14,7,14,14,4,5,13,16,8,13,13,13,14,13,12,12,18,12,14,14,8,16,13,16,13,10,16,14,10,10,12,17,188,R,B,6,5,82,52,89,83,78,73,77,70,75,70,74,80,70,75,80,86,81,65,75,82,77,77,81,84,50,79,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,A,31,91
7,14,15,9,13,4,4,4,4,12,11,9,13,13,14,12,16,12,10,12,15,12,5,17,9,16,9,14,15,12,15,10,15,15,11,18,177,L,L,4,3,70,57,89,77,87,83,73,73,75,84,70,76,75,79,64,79,64,54,76,64,69,75,81,73,50,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,25,83
5,8,12,16,15,13,18,13,8,11,10,14,10,9,14,16,15,14,17,14,15,12,12,17,5,15,10,15,11,10,16,16,15,13,14,17,186,R,B,3,4,85,38,89,76,70,73,84,67,72,76,73,74,75,74,81,82,84,61,69,89,73,79,84,73,50,70,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,23,87
5,5,7,7,11,9,14,8,10,14,12,10,15,12,16,14,15,13,14,14,14,9,9,8,14,13,8,14,13,12,15,12,15,13,15,15,185,R,B,5,4,58,84,89,81,79,79,83,73,73,74,74,76,75,76,56,76,62,70,68,81,86,75,66,80,50,74,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,27,79
4,4,7,7,11,2,17,2,8,15,7,4,16,10,14,16,14,11,11,12,15,2,12,4,17,15,3,14,13,12,14,16,12,15,16,17,194,R,B,5,5,63,84,88,80,88,74,85,68,73,76,71,76,72,78,60,77,67,65,68,86,80,72,73,78,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,30,81
8,10,9,11,11,10,15,9,14,13,12,10,15,8,14,15,19,14,16,14,19,6,15,12,14,18,11,18,10,8,13,13,16,13,14,16,188,R,R,5,5,75,77,88,86,74,70,72,70,76,79,74,76,74,75,68,85,70,68,65,86,86,76,85,84,50,71,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,A,35,91
4,7,5,8,8,6,18,6,12,12,8,8,13,7,10,14,15,12,14,12,15,6,12,7,16,17,7,12,9,7,16,14,12,12,14,17,194,R,B,5,5,59,75,88,76,75,65,79,62,71,65,70,76,70,76,63,83,64,63,65,84,78,72,65,71,50,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,32,85
2,7,10,11,14,9,17,11,3,9,11,12,4,14,12,12,13,12,11,11,16,12,9,11,8,10,13,9,13,13,17,18,14,14,14,18,190,R,B,4,4,81,38,88,75,83,75,82,68,77,78,73,70,69,70,78,83,77,64,68,88,87,78,84,66,50,66,8,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,82
6,6,10,8,11,8,13,13,11,14,13,12,15,12,12,14,13,13,16,14,16,9,13,13,16,17,13,15,13,13,14,15,18,14,16,16,188,R,B,5,5,64,78,88,87,83,72,80,73,75,75,77,78,76,78,64,80,62,63,67,80,80,77,65,78,50,78,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,83
8,10,10,11,14,9,15,15,11,13,13,8,14,13,11,12,14,13,14,15,11,11,9,13,14,17,13,16,13,12,10,13,16,15,16,15,185,R,R,4,5,75,78,88,88,82,76,86,68,81,75,86,91,82,81,70,86,70,65,68,71,75,78,70,82,50,84,8,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,26,76
6,8,10,7,11,6,16,8,9,14,12,9,14,11,12,11,13,14,12,13,15,9,14,10,14,13,9,14,13,12,8,17,11,13,12,16,194,R,B,5,4,67,81,88,82,82,66,84,66,73,76,78,82,76,78,65,75,70,62,60,86,78,78,76,79,50,69,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,B,23,95
3,3,10,6,11,5,16,9,8,13,10,4,16,11,14,14,12,12,12,14,15,3,14,11,14,14,9,14,13,10,14,17,16,14,13,16,194,R,B,5,5,61,81,88,78,81,77,82,64,68,75,72,71,70,80,58,78,64,58,62,82,84,69,67,70,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A,22,92
3,5,7,9,10,6,16,11,9,15,11,9,16,10,17,16,17,13,14,13,16,7,16,6,15,16,11,13,9,8,15,15,16,10,14,17,190,R,B,5,5,63,81,87,78,69,66,82,68,68,68,70,75,70,77,65,80,71,60,68,86,83,70,66,83,50,75,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,B,31,80
11,11,14,11,13,10,8,12,10,8,13,12,11,13,15,13,10,10,12,10,13,13,8,15,9,12,12,18,14,15,10,8,18,12,17,7,178,R,B,6,6,75,59,72,96,81,84,78,83,83,91,77,75,77,78,72,78,73,72,75,65,70,83,82,76,50,81,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,75
10,12,10,11,15,10,7,13,6,9,14,11,12,15,12,15,9,15,13,14,11,10,10,14,12,17,13,18,9,12,13,9,16,11,19,10,181,R,B,4,3,69,66,76,96,72,74,77,75,76,70,77,82,79,83,68,76,68,60,65,71,78,78,72,77,50,86,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,22,75
3,10,15,10,14,6,10,12,6,14,15,10,18,14,16,14,16,14,15,14,17,13,13,14,16,16,13,17,13,14,18,9,14,14,17,16,175,R,R,5,5,71,76,80,95,78,82,88,79,84,84,80,81,81,79,72,79,70,55,72,68,74,81,75,88,50,77,8,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,B,28,74
6,10,12,8,14,6,10,7,10,12,13,7,13,14,12,15,17,15,16,16,14,8,12,14,13,19,10,17,9,13,14,13,18,11,18,12,189,R,B,6,5,66,74,78,95,72,70,82,67,79,72,78,75,76,73,64,78,65,67,72,80,75,84,68,78,50,86,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,28,82
15,15,12,14,16,11,10,12,7,8,15,12,9,15,12,15,14,13,14,14,15,13,10,18,9,16,15,13,16,15,13,9,16,14,14,12,178,R,R,6,5,80,63,75,93,81,84,90,82,83,84,80,81,84,84,75,83,73,70,84,79,83,83,92,80,50,83,8,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,A,32,73
10,10,12,14,13,12,14,13,11,13,14,12,14,13,11,16,12,12,14,15,16,14,12,16,12,15,14,15,14,15,14,12,13,14,15,14,181,R,B,5,5,78,65,81,93,81,71,83,72,77,77,79,77,79,79,75,83,75,66,73,85,88,79,84,75,50,88,8,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,29,81
9,12,13,9,12,5,6,8,10,13,12,10,11,12,13,14,12,12,11,12,14,10,7,14,11,16,10,13,17,16,8,9,15,16,14,7,178,L,B,4,4,72,58,75,93,87,84,75,84,83,88,74,72,73,77,72,77,70,66,74,70,72,78,87,78,50,72,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,26,66
10,10,12,7,13,10,14,12,10,13,13,10,17,13,14,17,13,12,13,12,14,11,10,11,14,15,13,17,13,12,11,15,17,12,17,14,187,R,B,5,5,62,76,80,93,81,77,90,68,72,73,74,74,75,74,60,82,60,60,62,75,90,72,75,73,50,75,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,22,75
12,14,13,13,16,10,5,10,12,12,13,10,14,15,15,15,15,12,12,15,16,13,11,18,12,15,15,16,17,16,15,6,13,15,16,9,170,L,L,4,4,83,65,74,92,91,91,82,88,82,86,81,80,87,83,72,78,71,70,82,66,81,84,90,78,50,83,8,7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,B,30,69
7,11,11,8,8,7,10,8,13,10,11,5,11,11,16,10,12,11,11,12,17,12,10,13,11,13,9,15,14,13,13,14,17,15,15,13,187,R,R,6,5,73,58,82,92,86,76,76,73,74,85,70,77,72,78,65,83,66,66,72,72,78,74,83,85,50,79,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,28,76
14,12,13,11,14,11,10,11,8,9,13,12,12,13,15,13,13,11,13,12,14,14,11,15,11,14,12,16,15,15,15,7,14,14,15,10,173,R,B,4,6,72,59,76,92,84,88,76,84,84,86,76,72,80,78,68,78,69,63,73,65,72,83,87,77,50,73,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,69
8,13,11,12,12,7,8,11,6,12,12,7,12,12,16,12,15,12,14,12,16,10,12,13,13,16,11,17,14,13,13,8,18,12,17,13,171,R,B,5,5,72,66,78,92,82,84,81,76,73,79,77,81,76,72,72,82,76,64,73,72,74,75,82,85,50,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,23,69
11,14,12,8,13,8,10,9,13,14,13,9,15,12,17,14,18,13,13,11,16,12,13,17,12,16,12,19,16,14,17,8,16,14,18,12,173,R,R,5,4,75,72,82,91,85,86,82,78,79,84,78,79,85,83,69,79,70,67,74,72,76,77,84,81,50,80,8,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,B,26,70
8,12,10,7,13,11,15,8,13,16,12,4,16,12,15,15,17,11,15,12,15,9,16,14,14,15,10,18,13,13,14,13,15,14,16,14,171,L,L,4,4,70,78,79,91,86,83,82,80,75,83,74,72,75,77,70,82,69,61,76,74,88,76,81,84,50,72,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,B,27,67
16,16,14,15,15,15,8,17,5,8,15,14,10,15,14,11,17,15,13,15,19,17,16,15,12,12,16,17,13,15,14,10,17,13,16,11,179,R,B,5,5,81,59,73,91,78,79,75,77,84,76,85,83,87,86,78,86,80,84,87,66,65,86,80,72,50,76,8,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,A,25,69
12,13,11,11,14,13,10,12,8,12,15,17,13,15,13,16,14,16,14,15,16,10,11,12,13,18,13,17,12,16,14,7,18,12,17,10,171,R,B,4,4,72,69,76,90,74,75,83,78,80,76,80,82,79,78,74,85,73,81,82,65,70,82,77,81,50,86,8,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,B,29,70
7,12,12,7,12,7,15,7,14,15,12,7,16,13,14,15,15,15,16,15,14,6,8,12,15,16,10,15,13,13,13,12,14,14,16,12,178,L,L,4,4,70,78,77,90,82,83,78,79,76,78,76,78,78,79,69,80,74,73,76,70,79,78,80,85,50,83,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,32,72
10,14,13,10,13,9,10,11,13,11,13,12,14,13,12,13,13,12,14,14,15,12,12,15,14,14,13,16,15,14,14,8,14,15,16,12,178,L,L,4,3,73,71,78,91,87,83,82,83,79,84,79,80,77,78,61,73,62,62,72,59,70,78,88,78,50,77,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,68
10,11,12,9,14,10,13,12,10,13,14,11,14,13,18,14,16,15,15,14,14,12,10,12,16,17,12,19,12,12,15,13,15,13,19,17,185,R,B,5,5,72,81,88,90,75,74,87,69,78,73,81,78,85,85,68,86,70,72,74,82,85,80,73,79,50,81,8,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,28,84
14,15,13,12,14,12,10,14,6,10,14,12,9,14,14,13,14,13,15,12,16,15,8,16,11,15,13,16,16,15,11,8,16,14,15,9,173,R,B,4,4,73,67,75,90,80,83,83,83,79,80,78,79,83,87,73,82,80,70,76,75,81,79,84,83,50,78,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,28,67
11,11,14,10,15,12,6,13,6,8,14,10,12,15,18,12,8,14,11,15,14,15,10,14,11,16,15,18,14,17,10,8,16,12,17,7,180,R,B,5,4,76,62,77,90,82,83,80,86,85,85,78,77,76,75,77,77,75,75,78,70,74,83,81,76,50,85,8,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,27,74
